rank,candidate_id,x_sink,x_junction,y_junction,trunk_to_branch_width_ratio,resolution,design_hash_64,transferred_design_hash,material_fraction,scenario_A_peak,scenario_B_peak,scenario_C_peak,worst_peak,average_peak,maximum_residual,wall_seconds
68,tree_xs_0p450_xj_0p500_yj_0p575_r_1p25,0.45,0.5,0.575,1.25,64,61605b5724afe23e262a8c390fec6c946bb277b656b7b9efb06345c000760101,61605b5724afe23e262a8c390fec6c946bb277b656b7b9efb06345c000760101,0.25,0.14024784932436937,0.16942428887999486,0.17066257835302648,0.17066257835302648,0.16011157218579689,5.250642391923719e-13,0.019047199995839037
69,tree_xs_0p550_xj_0p500_yj_0p575_r_1p25,0.55,0.5,0.575,1.25,64,27eb953d7e3edc5d3400eca2df5655005c92f83cc937d6b71800d42a18e311eb,27eb953d7e3edc5d3400eca2df5655005c92f83cc937d6b71800d42a18e311eb,0.25,0.1402478493243701,0.17066257835302792,0.16942428887999442,0.17066257835302792,0.1601115721857975,5.302829537161344e-13,0.02281530000618659
70,tree_xs_0p525_xj_0p500_yj_0p575_r_1p00,0.525,0.5,0.575,1.0,64,648b227d363e0969ac9b7830f06b3ead465c754b4686147aa49368d4e22ffeff,648b227d363e0969ac9b7830f06b3ead465c754b4686147aa49368d4e22ffeff,0.25,0.14410616425721634,0.17067109258898497,0.16953699381249468,0.17067109258898497,0.16143808355289865,5.858677351307311e-13,0.021485600009327754
71,tree_xs_0p475_xj_0p500_yj_0p575_r_1p00,0.475,0.5,0.575,1.0,64,2f2fc412912c50e9e442d26dc29a476d9152b9949b4d6d190aec32672f6ad08c,2f2fc412912c50e9e442d26dc29a476d9152b9949b4d6d190aec32672f6ad08c,0.25,0.1441128602860996,0.16953482387764565,0.170673280877497,0.170673280877497,0.16144032168041408,6.02589963765115e-13,0.022966200005612336
72,tree_xs_0p450_xj_0p500_yj_0p600_r_1p25,0.45,0.5,0.6,1.25,64,07fed52db9c819b1f88822e3b9096a7c7ac65690f62fb9ae279c3680726cfc27,07fed52db9c819b1f88822e3b9096a7c7ac65690f62fb9ae279c3680726cfc27,0.25,0.13895155059514785,0.16796890932198336,0.17078861572272264,0.17078861572272264,0.15923635854661797,5.53265186977008e-13,0.019862200002535246
73,tree_xs_0p450_xj_0p500_yj_0p625_r_1p25,0.45,0.5,0.625,1.25,64,f8d70d6e01a42498850670bfe10b72bd7b70bfe273d71fda6c0f99320470f073,f8d70d6e01a42498850670bfe10b72bd7b70bfe273d71fda6c0f99320470f073,0.25,0.13819696935837333,0.16811886456188654,0.17081696881429717,0.17081696881429717,0.15904426757818568,5.09657061584445e-13,0.019221700000343844
74,tree_xs_0p550_xj_0p500_yj_0p625_r_1p25,0.55,0.5,0.625,1.25,64,698370dbbed591544d3cf38f30b57c226b74bb912aa2550c1ed77aeab57982d3,698370dbbed591544d3cf38f30b57c226b74bb912aa2550c1ed77aeab57982d3,0.25,0.13819696935837425,0.17081696881429823,0.16811886456188646,0.17081696881429823,0.15904426757818632,5.381326212725037e-13,0.02137869999569375
75,tree_xs_0p450_xj_0p500_yj_0p550_r_1p25,0.45,0.5,0.55,1.25,64,38ad37512c8538764f6d3d94ec3115a60f95ef2958c60d01cf9eb8b340b42a3b,38ad37512c8538764f6d3d94ec3115a60f95ef2958c60d01cf9eb8b340b42a3b,0.25,0.14055202153751353,0.16971822183482466,0.17085756873043173,0.17085756873043173,0.16037593736758998,5.563886719161694e-13,0.02039330000116024
76,tree_xs_0p550_xj_0p500_yj_0p550_r_1p25,0.55,0.5,0.55,1.25,64,f558ba2eb7a4f0ea1e156edaf16dbe0eb4214a549ac96b52b923fa2409e4f7f5,f558ba2eb7a4f0ea1e156edaf16dbe0eb4214a549ac96b52b923fa2409e4f7f5,0.25,0.14055202153751398,0.17085756873043292,0.16971822183482507,0.17085756873043292,0.16037593736759068,5.424047518803571e-13,0.022281800003838725
77,tree_xs_0p525_xj_0p500_yj_0p550_r_1p00,0.525,0.5,0.55,1.0,64,8be05e8315562601bd001f743f04aff49a7ebd88f23f221817d81a8a9db0acb2,8be05e8315562601bd001f743f04aff49a7ebd88f23f221817d81a8a9db0acb2,0.25,0.1436729082505752,0.17087046662399788,0.16981912287403342,0.17087046662399788,0.16145416591620218,6.105912324646879e-13,0.022288600011961535
78,tree_xs_0p475_xj_0p500_yj_0p550_r_1p00,0.475,0.5,0.55,1.0,64,4b7dc97b39fcae779b2e7eb3624d6fa30598380e9c28599dd4658be4968426ef,4b7dc97b39fcae779b2e7eb3624d6fa30598380e9c28599dd4658be4968426ef,0.25,0.1436729082505798,0.16981912287403708,0.17087046662400274,0.17087046662400274,0.16145416591620654,5.883794803576477e-13,0.02276200000778772
79,tree_xs_0p475_xj_0p500_yj_0p525_r_1p00,0.475,0.5,0.525,1.0,64,92b50da45a228b9b515e406060629fcdabc150363c47c6cadcd4539915f7101e,92b50da45a228b9b515e406060629fcdabc150363c47c6cadcd4539915f7101e,0.25,0.1462905815946855,0.17049471909081174,0.17090275392270224,0.17090275392270224,0.16256268486939984,5.936141583383995e-13,0.02112900000065565
80,tree_xs_0p525_xj_0p500_yj_0p525_r_1p00,0.525,0.5,0.525,1.0,64,e8601f7e06b2f00b2da99224b3ea156c08d0d73ed693ae956c8446824b2fa19a,e8601f7e06b2f00b2da99224b3ea156c08d0d73ed693ae956c8446824b2fa19a,0.25,0.1462905815946884,0.17090275392270537,0.17049471909081557,0.17090275392270537,0.16256268486940315,5.873811479196618e-13,0.02364790000137873
81,tree_xs_0p500_xj_0p500_yj_0p500_r_1p50,0.5,0.5,0.5,1.5,64,0b45f669c40235ec5c3852a4580dadcbfeb05e1ae0f1413e78dca32e05b5251a,0b45f669c40235ec5c3852a4580dadcbfeb05e1ae0f1413e78dca32e05b5251a,0.25,0.13896693654988526,0.17090963618128466,0.1709096361812859,0.1709096361812859,0.16026206963748527,4.576527264868815e-13,0.022451700002420694
82,tree_xs_0p500_xj_0p500_yj_0p425_r_1p25,0.5,0.5,0.425,1.25,64,f068a9ccdb50482fa5e456ff19f1b7ffd2d6d9c8678b727b24834e6b906375a2,f068a9ccdb50482fa5e456ff19f1b7ffd2d6d9c8678b727b24834e6b906375a2,0.25,0.14189954558831722,0.17091618860004323,0.1709161886000434,0.1709161886000434,0.16124397426280127,5.170610173489973e-13,0.023152900001150556
83,tree_xs_0p450_xj_0p500_yj_0p600_r_1p50,0.45,0.5,0.6,1.5,64,1eab614dc8af1bf053172f3afabfe6e9d616c3ff6c3a9a0ab1f81c335b3245da,1eab614dc8af1bf053172f3afabfe6e9d616c3ff6c3a9a0ab1f81c335b3245da,0.25,0.1361540917581496,0.1694244756446316,0.17091828500464132,0.17091828500464132,0.15883228413580752,4.677177981088878e-13,0.0190335000079358
84,tree_xs_0p550_xj_0p500_yj_0p600_r_1p50,0.55,0.5,0.6,1.5,64,dc813daf6d39d6479ac59738f9806773441f9232d4be973829e11ffa47fdbee3,dc813daf6d39d6479ac59738f9806773441f9232d4be973829e11ffa47fdbee3,0.25,0.13615409175815138,0.17091828500464357,0.16942447564463264,0.17091828500464357,0.15883228413580922,4.826547217749484e-13,0.02785060000314843
85,tree_xs_0p550_xj_0p525_yj_0p500_r_1p25,0.55,0.525,0.5,1.25,64,638a684336a8004310cb4332078f483069555817b05afe6f57ed0f96a170b691,638a684336a8004310cb4332078f483069555817b05afe6f57ed0f96a170b691,0.25,0.14274482158748997,0.1709686684323705,0.16535350438600846,0.1709686684323705,0.15968899813528967,5.315226168237232e-13,0.023372700001345947
86,tree_xs_0p450_xj_0p475_yj_0p500_r_1p25,0.45,0.475,0.5,1.25,64,5ed6559eeba126fae879e37dd51b1edb7e8fa07587d30c3f2819f628d0a1662e,5ed6559eeba126fae879e37dd51b1edb7e8fa07587d30c3f2819f628d0a1662e,0.25,0.14274482158749274,0.1653535043860087,0.17096866843237543,0.17096866843237543,0.15968899813529228,5.274234881952412e-13,0.02081970000290312
87,tree_xs_0p500_xj_0p525_yj_0p550_r_1p25,0.5,0.525,0.55,1.25,64,68fbc1b9f17903c1690f0bd3db34a03820dd30d499e9a10f88f62de134714f9f,68fbc1b9f17903c1690f0bd3db34a03820dd30d499e9a10f88f62de134714f9f,0.25,0.13954869829119704,0.17098962451103886,0.16628429603581038,0.17098962451103886,0.15894087294601544,5.265979399174468e-13,0.021987100000842474
88,tree_xs_0p500_xj_0p475_yj_0p550_r_1p25,0.5,0.475,0.55,1.25,64,cb2512590837d8718438269e9587de803f7309f244614bc0c58a7ecf8cf98fe2,cb2512590837d8718438269e9587de803f7309f244614bc0c58a7ecf8cf98fe2,0.25,0.1395486982911983,0.16628429603581144,0.17098962451103988,0.17098962451103988,0.15894087294601653,5.35277152420888e-13,0.022003200007020496
89,tree_xs_0p500_xj_0p525_yj_0p525_r_1p25,0.5,0.525,0.525,1.25,64,d3bd2dbada247c46e461907a61d823ad966362b3e231ba652ca558accccd7b8a,d3bd2dbada247c46e461907a61d823ad966362b3e231ba652ca558accccd7b8a,0.25,0.14002593774709762,0.17100294958916604,0.16661420754807732,0.17100294958916604,0.159214364961447,4.822332161624551e-13,0.022231900002225302
90,tree_xs_0p500_xj_0p475_yj_0p525_r_1p25,0.5,0.475,0.525,1.25,64,f5fccb974b7a194fddf33bfc3d36d8e290a2c0eb7ab8639e11f02465a974f33e,f5fccb974b7a194fddf33bfc3d36d8e290a2c0eb7ab8639e11f02465a974f33e,0.25,0.14002593774710032,0.16661420754807973,0.17100294958916912,0.17100294958916912,0.15921436496144972,5.427302287166975e-13,0.021076099990750663
91,tree_xs_0p450_xj_0p500_yj_0p625_r_1p50,0.45,0.5,0.625,1.5,64,861a4af313d3235015ebfdd144426f20350165ed2e7957115a93ba4d28d38878,861a4af313d3235015ebfdd144426f20350165ed2e7957115a93ba4d28d38878,0.25,0.13546175481201492,0.16911590055644277,0.1710063725523525,0.1710063725523525,0.15852800930693675,5.092707794017642e-13,0.019502800001646392
92,tree_xs_0p550_xj_0p500_yj_0p625_r_1p50,0.55,0.5,0.625,1.5,64,4e8d7bf15463128adcfc349dd92ce773365ae24ed8f09d963e3ad4dac000b369,4e8d7bf15463128adcfc349dd92ce773365ae24ed8f09d963e3ad4dac000b369,0.25,0.13546175481201791,0.1710063725523571,0.1691159005564445,0.1710063725523571,0.15852800930693983,4.873310666374589e-13,0.022165700007462874
93,tree_xs_0p575_xj_0p500_yj_0p525_r_1p25,0.575,0.5,0.525,1.25,64,a4de8905eeb6b1963ce994730dec501b87a305f673856aa80bb0e14d5803e87e,a4de8905eeb6b1963ce994730dec501b87a305f673856aa80bb0e14d5803e87e,0.25,0.1422548060906168,0.17102470878781004,0.1695188488441101,0.17102470878781004,0.1609327879075123,5.316935880928293e-13,0.022168399998918176
94,tree_xs_0p425_xj_0p500_yj_0p525_r_1p25,0.425,0.5,0.525,1.25,64,a22ec3ba2d83f3295d66fca3710eecf0d9f6d07a1691cbd11b74fcf94f822a47,a22ec3ba2d83f3295d66fca3710eecf0d9f6d07a1691cbd11b74fcf94f822a47,0.25,0.14225480609061814,0.1695188488441081,0.17102470878781403,0.17102470878781403,0.16093278790751342,5.302530341652195e-13,0.018825399994966574
95,tree_xs_0p525_xj_0p500_yj_0p450_r_1p25,0.525,0.5,0.45,1.25,64,ecc5c146a3848bb84953b876229d43515bcb637b0c567035b15776c7c1ac6659,ecc5c146a3848bb84953b876229d43515bcb637b0c567035b15776c7c1ac6659,0.25,0.14294789456815055,0.1710337615023134,0.17074235872203303,0.1710337615023134,0.16157467159749897,5.309017089356053e-13,0.022850300010759383
96,tree_xs_0p475_xj_0p500_yj_0p450_r_1p25,0.475,0.5,0.45,1.25,64,4accd6f3cc2066638baf3d8ce922b84ead57e63fbc3f77e0c19d499499a76ae1,4accd6f3cc2066638baf3d8ce922b84ead57e63fbc3f77e0c19d499499a76ae1,0.25,0.14294789456815404,0.17074235872203666,0.17103376150231744,0.17103376150231744,0.16157467159750272,5.247337906766156e-13,0.020609500003047287
97,tree_xs_0p475_xj_0p525_yj_0p525_r_1p25,0.475,0.525,0.525,1.25,64,f0138f251c8d1d7ffe78ccae5be18360a79289f1b67ad44591e8cf490742b90b,f0138f251c8d1d7ffe78ccae5be18360a79289f1b67ad44591e8cf490742b90b,0.25,0.14034719081823951,0.17111666242129864,0.16789777246188214,0.17111666242129864,0.1597872085671401,5.056633474144011e-13,0.021082200008095242
98,tree_xs_0p525_xj_0p475_yj_0p525_r_1p25,0.525,0.475,0.525,1.25,64,4bb6f10a6a6ff85badbdc00af50c807bfe153e04410c3df3a22b29006826f79f,4bb6f10a6a6ff85badbdc00af50c807bfe153e04410c3df3a22b29006826f79f,0.25,0.14034719081824037,0.16789777246188306,0.17111666242129944,0.17111666242129944,0.15978720856714093,5.35250886499507e-13,0.022602900004130788
99,tree_xs_0p475_xj_0p525_yj_0p600_r_1p50,0.475,0.525,0.6,1.5,64,a8b09b3421ad7d4ea8328f6657d4adb9c05f818d20155d78e7ff085a5648482c,a8b09b3421ad7d4ea8328f6657d4adb9c05f818d20155d78e7ff085a5648482c,0.25,0.13607924874971766,0.17114491092754297,0.1679382517383038,0.17114491092754297,0.1583874704718548,5.142620607061363e-13,0.020897000009426847
100,tree_xs_0p525_xj_0p475_yj_0p600_r_1p50,0.525,0.475,0.6,1.5,64,ff3a7e9779662806c364bb18a2d13e08be3dff00fc8120b20757a01002fcb1ce,ff3a7e9779662806c364bb18a2d13e08be3dff00fc8120b20757a01002fcb1ce,0.25,0.13608844097593942,0.1679286159667437,0.17116573882959144,0.17116573882959144,0.15839426525742484,4.823376355938633e-13,0.022686099997372366
101,tree_xs_0p450_xj_0p500_yj_0p450_r_1p50,0.45,0.5,0.45,1.5,64,404ee12a255d583a2f099d7cacaec2a8e0365ce4978f8fddd1a9b2417b50ceca,404ee12a255d583a2f099d7cacaec2a8e0365ce4978f8fddd1a9b2417b50ceca,0.25,0.14094834341431706,0.1701560307922194,0.17117657444343407,0.17117657444343407,0.16076031621665685,4.905767568710588e-13,0.019579400002839975
102,tree_xs_0p550_xj_0p500_yj_0p450_r_1p50,0.55,0.5,0.45,1.5,64,97235929d172745c3b9eaedc08be6ed0b3fa19e34bc858542acf241546a14ae9,97235929d172745c3b9eaedc08be6ed0b3fa19e34bc858542acf241546a14ae9,0.25,0.14094834341432194,0.17117657444343995,0.17015603079222213,0.17117657444343995,0.16076031621666134,4.96875904797352e-13,0.025498199989669956
103,tree_xs_0p450_xj_0p525_yj_0p500_r_1p25,0.45,0.525,0.5,1.25,64,e23606ef3d9ca19cf246e7af7cb35e71323534701ce7d6e93388dface09a2fe0,e23606ef3d9ca19cf246e7af7cb35e71323534701ce7d6e93388dface09a2fe0,0.25,0.14429606054717625,0.1711941344818091,0.16801764695493668,0.1711941344818091,0.16116928066130734,5.443997201799891e-13,0.019671599991852418
104,tree_xs_0p550_xj_0p475_yj_0p500_r_1p25,0.55,0.475,0.5,1.25,64,aad0d9389637b3c5db0d03a6eec6ee1403240815784cb7be2bc1f206c2fdf6ee,aad0d9389637b3c5db0d03a6eec6ee1403240815784cb7be2bc1f206c2fdf6ee,0.25,0.14429606054717742,0.16801764695493548,0.17119413448181237,0.17119413448181237,0.16116928066130842,5.28991658923187e-13,0.023131000009016134
105,tree_xs_0p550_xj_0p500_yj_0p525_r_1p50,0.55,0.5,0.525,1.5,64,6b6418b54d56c60977d48c6e718384b68d4541dc1522f95d6851eb766e11e6de,6b6418b54d56c60977d48c6e718384b68d4541dc1522f95d6851eb766e11e6de,0.25,0.13800226987233039,0.1711985003834029,0.16995545587902777,0.1711985003834029,0.15971874204492034,4.5265372388928715e-13,0.023240100010298193
106,tree_xs_0p450_xj_0p500_yj_0p525_r_1p50,0.45,0.5,0.525,1.5,64,70b0af021635100613bf8c2c144656e5d3df7d814453e9dcd9c138acbcf2c4b4,70b0af021635100613bf8c2c144656e5d3df7d814453e9dcd9c138acbcf2c4b4,0.25,0.13800226987233252,0.16995545587902783,0.17119850038340567,0.17119850038340567,0.159718742044922,4.4126431427109284e-13,0.019879100000252947
107,tree_xs_0p475_xj_0p500_yj_0p500_r_1p00,0.475,0.5,0.5,1.0,64,21e9a26fe5f8b181afb6c4e3a2eca80d897f6b3f5852ea98bace81cf8ae71a07,21e9a26fe5f8b181afb6c4e3a2eca80d897f6b3f5852ea98bace81cf8ae71a07,0.25,0.14630489513488198,0.17093862144321567,0.17126687170354574,0.17126687170354574,0.16283679609388113,5.957927535524537e-13,0.02295239998784382
108,tree_xs_0p525_xj_0p500_yj_0p500_r_1p00,0.525,0.5,0.5,1.0,64,7c5c4961858d2098b3f3c96d01fd43a09cd7a4c427f39f593bff681427820960,7c5c4961858d2098b3f3c96d01fd43a09cd7a4c427f39f593bff681427820960,0.25,0.1463048951348826,0.17126687170354638,0.1709386214432165,0.17126687170354638,0.16283679609388182,5.779280036775355e-13,0.021300099993823096
109,tree_xs_0p525_xj_0p525_yj_0p550_r_1p00,0.525,0.525,0.55,1.0,64,f8ad1ce557c80098cbd303d68cae74949be8ce35ec202317ccaa599d4b06e77d,f8ad1ce557c80098cbd303d68cae74949be8ce35ec202317ccaa599d4b06e77d,0.25,0.1426574994513567,0.1713083958317182,0.1666064105111348,0.1713083958317182,0.1601907685980699,5.550670728778917e-13,0.022746599992387928
110,tree_xs_0p475_xj_0p475_yj_0p550_r_1p00,0.475,0.475,0.55,1.0,64,87c34508abb019d9ba988f262a733ec7387409ca28a58beb8a7f3556ac58c7b8,87c34508abb019d9ba988f262a733ec7387409ca28a58beb8a7f3556ac58c7b8,0.25,0.14265749945135664,0.1666064105111335,0.1713083958317185,0.1713083958317185,0.16019076859806955,5.501809781407598e-13,0.022870299988426268
111,tree_xs_0p525_xj_0p525_yj_0p475_r_1p25,0.525,0.525,0.475,1.25,64,6159336f7f5058dd1aae304645245c125f2a23ecab3422ace17a3fce0e6fc164,6159336f7f5058dd1aae304645245c125f2a23ecab3422ace17a3fce0e6fc164,0.25,0.14243926087647968,0.17131999496756553,0.16390433411286354,0.17131999496756553,0.15922119665230292,5.323471220850901e-13,0.021466499994858168
112,tree_xs_0p450_xj_0p500_yj_0p650_r_1p50,0.45,0.5,0.65,1.5,64,7345192715303409bc49371084847f1f2bce31b6f153e031763ed262dd0b720e,7345192715303409bc49371084847f1f2bce31b6f153e031763ed262dd0b720e,0.25,0.1349140975518965,0.16933650216545473,0.1713955147722733,0.1713955147722733,0.15854870482987485,4.874088635706375e-13,0.021095099989906885
113,tree_xs_0p550_xj_0p500_yj_0p650_r_1p50,0.55,0.5,0.65,1.5,64,f7ce7159403835f64f2ff0a2667b3df7573d427953b03a7a09cd16cbd7c04fe7,f7ce7159403835f64f2ff0a2667b3df7573d427953b03a7a09cd16cbd7c04fe7,0.25,0.13491409755189618,0.17139551477227402,0.16933650216545287,0.17139551477227402,0.15854870482987435,4.997069717118188e-13,0.02177530000335537
114,tree_xs_0p550_xj_0p500_yj_0p650_r_1p25,0.55,0.5,0.65,1.25,64,5a0ff3cdda75f93456753d0e1c90547d7125994f5940c45784dd6b6483fd4662,5a0ff3cdda75f93456753d0e1c90547d7125994f5940c45784dd6b6483fd4662,0.25,0.13763036934853268,0.17143162149502175,0.16836597940585754,0.17143162149502175,0.159142656749804,5.351052139925481e-13,0.024358399998163804
115,tree_xs_0p450_xj_0p500_yj_0p475_r_1p50,0.45,0.5,0.475,1.5,64,2e756fa2b596565af6c4236ff3ba731c3a457fda209585323db0cfd5f49288ec,2e756fa2b596565af6c4236ff3ba731c3a457fda209585323db0cfd5f49288ec,0.25,0.13930021469748735,0.17031117189622824,0.17144783584225662,0.17144783584225662,0.16035307414532407,4.757121309031418e-13,0.020356699998956174
116,tree_xs_0p550_xj_0p500_yj_0p475_r_1p50,0.55,0.5,0.475,1.5,64,9f6198a90c57e10a6a4e3fe01de37dd2426d8c6c95a648f6b941b6576d10a985,9f6198a90c57e10a6a4e3fe01de37dd2426d8c6c95a648f6b941b6576d10a985,0.25,0.13930021469748854,0.17144783584225903,0.1703111718962271,0.17144783584225903,0.16035307414532488,4.906186339956208e-13,0.023176199989393353
117,tree_xs_0p525_xj_0p475_yj_0p550_r_1p25,0.525,0.475,0.55,1.25,64,a85c9488cec9c56ca5c78ba9efb7529a9743841a62e8978bb6ac789ba8838913,a85c9488cec9c56ca5c78ba9efb7529a9743841a62e8978bb6ac789ba8838913,0.25,0.1402991368410799,0.16756319691096672,0.17145796946257713,0.17145796946257713,0.1597734344048746,5.383261684556967e-13,0.021361199993407354
118,tree_xs_0p475_xj_0p525_yj_0p550_r_1p25,0.475,0.525,0.55,1.25,64,b3aee47fd7d3ab5946131928447bab46bf0dfa17535fc36ef72c6fd3662213e1,b3aee47fd7d3ab5946131928447bab46bf0dfa17535fc36ef72c6fd3662213e1,0.25,0.14029913684108347,0.17145796946258043,0.16756319691097116,0.17145796946258043,0.15977343440487837,5.680325732081345e-13,0.021835199993802235
119,tree_xs_0p450_xj_0p500_yj_0p650_r_1p25,0.45,0.5,0.65,1.25,64,fd7cc19d3f55ea9001cfc71ef393bfef201e6f9a405a32471ca465c80021f6f7,fd7cc19d3f55ea9001cfc71ef393bfef201e6f9a405a32471ca465c80021f6f7,0.25,0.13763691170800574,0.16833334176550643,0.17146612208701095,0.17146612208701095,0.15914545852017437,5.288564844896307e-13,0.021442600002046674
120,tree_xs_0p500_xj_0p500_yj_0p450_r_1p25,0.5,0.5,0.45,1.25,64,8c6ecd032eaaf6781b153ae5fef3c0845d35de1b155cbb71443121c9e5e668ac,8c6ecd032eaaf6781b153ae5fef3c0845d35de1b155cbb71443121c9e5e668ac,0.25,0.1423829572456217,0.17150441659667978,0.17150441659668061,0.17150441659668061,0.1617972634796607,4.941830905477044e-13,0.023584599999594502
121,tree_xs_0p525_xj_0p475_yj_0p575_r_1p50,0.525,0.475,0.575,1.5,64,09df9c90eae1992535ab5fa634e421118aaf7ed3cd53615a4974fdfdb16c06c1,09df9c90eae1992535ab5fa634e421118aaf7ed3cd53615a4974fdfdb16c06c1,0.25,0.13673105236066577,0.16788139594297596,0.17150511212402045,0.17150511212402045,0.1587058534758874,4.887241585817634e-13,0.02168619999429211
122,tree_xs_0p475_xj_0p525_yj_0p575_r_1p50,0.475,0.525,0.575,1.5,64,c22e4facaf9cf1538763be0a269023184fe7b5586387f954f6004b95576ebd14,c22e4facaf9cf1538763be0a269023184fe7b5586387f954f6004b95576ebd14,0.25,0.1367310523606721,0.171505112124027,0.1678813959429818,0.171505112124027,0.15870585347589364,4.770240532913663e-13,0.021769300001324154
123,tree_xs_0p450_xj_0p525_yj_0p600_r_1p50,0.45,0.525,0.6,1.5,64,4dbd71a5325ce90eae3de9877c20bc666875756aaa707edc251c1ca18b3846ca,4dbd71a5325ce90eae3de9877c20bc666875756aaa707edc251c1ca18b3846ca,0.25,0.13678865845768268,0.1715348567437372,0.1690668676571716,0.1715348567437372,0.1591301276195305,4.756572178103502e-13,0.01895209999929648
124,tree_xs_0p475_xj_0p475_yj_0p550_r_1p50,0.475,0.475,0.55,1.5,64,2a90d06f1ed30e779e32a176f22da0d1b218061a23ce90ded8d5ac85e5820a9d,2a90d06f1ed30e779e32a176f22da0d1b218061a23ce90ded8d5ac85e5820a9d,0.25,0.13683350231536234,0.16630000171870055,0.171559627771366,0.171559627771366,0.15823104393514298,4.699818782390787e-13,0.02242829999886453
125,tree_xs_0p525_xj_0p525_yj_0p550_r_1p50,0.525,0.525,0.55,1.5,64,9a33642f02f332798a0570a61b62b6077171cd7f7c78f81cf5dbf4fe5bfeab1f,9a33642f02f332798a0570a61b62b6077171cd7f7c78f81cf5dbf4fe5bfeab1f,0.25,0.13683350231536354,0.17155962777136732,0.16630000171870132,0.17155962777136732,0.15823104393514406,4.615426760849973e-13,0.025025599999935366
126,tree_xs_0p500_xj_0p475_yj_0p575_r_1p25,0.5,0.475,0.575,1.25,64,cba05a2a3bf38e3d0b61a1b7ee26f7803c12cf5ca95de3216bdd4f8f3e944711,cba05a2a3bf38e3d0b61a1b7ee26f7803c12cf5ca95de3216bdd4f8f3e944711,0.25,0.13930111593503713,0.1656776353043223,0.17156789812546805,0.17156789812546805,0.15884888312160916,5.405033125890551e-13,0.021643100000801496
127,tree_xs_0p500_xj_0p525_yj_0p575_r_1p25,0.5,0.525,0.575,1.25,64,86ba4fdf44688d7b5533bc508e5d1d3e2ecdd8a30565a44210cd6aca0f2716e7,86ba4fdf44688d7b5533bc508e5d1d3e2ecdd8a30565a44210cd6aca0f2716e7,0.25,0.13930111593504388,0.17156789812547463,0.16567763530433022,0.17156789812547463,0.15884888312161624,5.463639794317128e-13,0.025350599986268207
128,tree_xs_0p550_xj_0p475_yj_0p600_r_1p50,0.55,0.475,0.6,1.5,64,49a4da63dc1519c257657fe3e19b6cb59f03fed3ba1b6dda0af2a3e9fb911541,49a4da63dc1519c257657fe3e19b6cb59f03fed3ba1b6dda0af2a3e9fb911541,0.25,0.13680949916451082,0.1690594236406318,0.17157207410436726,0.17157207410436726,0.15914699896983664,5.021281112738983e-13,0.02286650000314694
129,tree_xs_0p475_xj_0p475_yj_0p475_r_1p25,0.475,0.475,0.475,1.25,64,76ff025a0264af0afd915f6bebb973907f4bfb1ec32e5723eec0e5e74a988890,76ff025a0264af0afd915f6bebb973907f4bfb1ec32e5723eec0e5e74a988890,0.25,0.1424426920083192,0.1636486500165079,0.17157363208983412,0.17157363208983412,0.15922165803822041,5.074641984029666e-13,0.02357599999231752
130,tree_xs_0p500_xj_0p475_yj_0p475_r_1p50,0.5,0.475,0.475,1.5,64,460398e0aba0ae0cee507086dcd6975752757bb1191f8bef95fb6c94e1080623,460398e0aba0ae0cee507086dcd6975752757bb1191f8bef95fb6c94e1080623,0.25,0.13974795953824615,0.1689925783792053,0.17160319070780097,0.17160319070780097,0.1601145762084175,4.81428799452271e-13,0.022661900002276525
131,tree_xs_0p500_xj_0p525_yj_0p475_r_1p50,0.5,0.525,0.475,1.5,64,12be240430ae798bea530f3714b33fc77838be1a164e47fe34bcddfa53a9e909,12be240430ae798bea530f3714b33fc77838be1a164e47fe34bcddfa53a9e909,0.25,0.13974795953824823,0.17160319070780405,0.16899257837920634,0.17160319070780405,0.16011457620841954,4.887157752613736e-13,0.022528200002852827
132,tree_xs_0p500_xj_0p500_yj_0p500_r_1p00,0.5,0.5,0.5,1.0,64,9e4a613343deeaa5c6e718e26fa5455ccf9331af9f1f999da27b0d563e8210f0,9e4a613343deeaa5c6e718e26fa5455ccf9331af9f1f999da27b0d563e8210f0,0.25,0.14589453438308286,0.17160506489259064,0.17160506489258892,0.17160506489259064,0.16303488805608748,5.981393202717433e-13,0.022452299992437474
