update,stage_id,learning_rate,task_exposures,mean_total_objective,mean_thermal_smooth,mean_exact_tmax,maximum_projection_absolute_error,maximum_material_fraction_error,gradient_norm_before_clipping,gradient_norm_after_clipping,all_gradients_finite,wall_seconds
888,3,0.0001,1,0.1902952050113471,0.1900682840154858,0.20362687322826747,1.4901161193847656e-08,1.4901161193847656e-08,0.14020512302807067,0.14020512302807067,True,1.6088041450129822
889,3,0.0001,1,0.17174325283746195,0.17142642392720056,0.18254666970676015,1.4901161193847656e-08,1.4901161193847656e-08,0.5017301561822317,0.5017301561822317,True,1.62580752800568
890,3,0.0001,1,0.19358926174180643,0.19334952654080526,0.20844194287169315,0.0,0.0,0.32234867835712877,0.32234867835712877,True,1.8266824430029374
891,3,0.0001,1,0.1784825098616727,0.17827141644337252,0.19344712785459442,1.4901161193847656e-08,1.4901161193847656e-08,0.17641128238295212,0.17641128238295212,True,1.7385934409976471
892,3,0.0001,1,0.1640276358920282,0.16372979334473073,0.17546739832660627,2.9802322387695312e-08,2.9802322387695312e-08,0.2373963450888299,0.2373963450888299,True,1.7194965880189557
893,3,0.0001,1,0.32591935737732214,0.32570654250982567,0.340561505521619,1.4901161193847656e-08,1.4901161193847656e-08,0.49998480083338753,0.49998480083338753,True,1.2537952240090817
894,3,0.0001,1,0.17595132344363829,0.17578635161890288,0.18967310330792522,1.4901161193847656e-08,1.4901161193847656e-08,3.3689445767809327,0.9999997014418907,True,1.7263436150096823
895,3,0.0001,1,0.2872822277263526,0.2869965315476779,0.30232760469158115,0.0,0.0,4.011012371849596,0.9999998430164603,True,1.2869658540003002
896,3,0.0001,1,0.2330034385937285,0.232762917416079,0.24803063419547489,1.4901161193847656e-08,1.4901161193847656e-08,0.28161624982868033,0.28161624982868033,True,1.4748041680140886
897,3,0.0001,1,0.24325010130046468,0.24300105705349306,0.258176259382782,0.0,0.0,3.054911366616805,0.9999997127876272,True,1.7727539210172836
898,3,0.0001,1,0.16554917375044095,0.1653745990139352,0.18036531412329,0.0,0.0,0.4815390439094754,0.4815390439094754,True,1.8799091749824584
899,3,0.0001,1,0.14429523988977686,0.14411561067566886,0.1579274965702315,0.0,0.0,0.12558342578677695,0.12558342578677695,True,1.6849358140025288
900,3,0.0001,1,0.17807866229741334,0.17780377689255833,0.19027353349041867,0.0,0.0,0.2396517143436996,0.2396517143436996,True,1.7523472900211345
901,3,0.0001,1,0.24081813215941292,0.24061578815534812,0.2558730609810191,2.9802322387695312e-08,2.9802322387695312e-08,1.5338573840169383,0.9999993332456132,True,1.7748079209995922
902,3,0.0001,1,0.18443888724175866,0.18417548301396544,0.19671264412983522,0.0,0.0,0.5894262883107231,0.5894262883107231,True,1.6441261709842365
903,3,0.0001,1,0.24712444060512703,0.24690096007690648,0.2619272363714052,0.0,0.0,0.5005757766519592,0.5005757766519592,True,1.455345597001724
