candidate_id,category,seed,representation,fidelity,scenario_id,peak_temperature,protected_zone_peak,normalized_residual,wall_seconds,source_hash,integrated_power
uniform_relaxed,uniform,,continuous,reference_128,C,0.7181674331815044,0.6176781495220763,1.1260671250526962e-12,0.03907230000186246,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
single_A_20260828_continuous,single_A,20260828,continuous,reference_128,A,0.10774888977313664,0.10464118100173408,1.3424387734557705e-12,0.03938679999555461,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
single_A_20260828_continuous,single_A,20260828,continuous,reference_128,B,0.319003689446241,0.16813141267870638,1.2209615544610702e-12,0.039511399998445995,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
single_A_20260828_continuous,single_A,20260828,continuous,reference_128,C,0.31593347107198205,0.16828529419570074,1.2185812078639113e-12,0.038975700008450076,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
single_A_20260829_continuous,single_A,20260829,continuous,reference_128,A,0.10768191146315716,0.1045996663062175,1.3296910210922632e-12,0.03923260000010487,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
single_A_20260829_continuous,single_A,20260829,continuous,reference_128,B,0.3184679683324788,0.16926555195689427,1.2196145209681249e-12,0.03942349999852013,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
single_A_20260829_continuous,single_A,20260829,continuous,reference_128,C,0.31627538240293174,0.1684206022290649,1.2491760083584372e-12,0.03900949998933356,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
single_A_20260830_continuous,single_A,20260830,continuous,reference_128,A,0.107814260132941,0.10466652164362966,1.3234883506538769e-12,0.04166790000454057,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
single_A_20260830_continuous,single_A,20260830,continuous,reference_128,B,0.31751168372397076,0.16880042121836705,1.2508139701350754e-12,0.03869630000554025,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
single_A_20260830_continuous,single_A,20260830,continuous,reference_128,C,0.32227395984212454,0.17061845144729842,1.2411889431499476e-12,0.04016449999471661,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
robust_20260828_continuous,robust,20260828,continuous,reference_128,A,0.1566265740776383,0.14593945774331477,1.8097766372267146e-12,0.03872199999750592,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
robust_20260828_continuous,robust,20260828,continuous,reference_128,B,0.1574346020148497,0.13408773629634005,1.8456895833123224e-12,0.03897850000066683,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
robust_20260828_continuous,robust,20260828,continuous,reference_128,C,0.15784619132851802,0.13449871901475743,1.8590180692656617e-12,0.038920200007851236,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
robust_20260829_continuous,robust,20260829,continuous,reference_128,A,0.15823130040705746,0.14726595950865456,1.7452259969141116e-12,0.03871429999708198,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
robust_20260829_continuous,robust,20260829,continuous,reference_128,B,0.15869594441431834,0.13512813105831187,1.862334488301302e-12,0.038904499990167096,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
robust_20260829_continuous,robust,20260829,continuous,reference_128,C,0.15738767369282364,0.13462087934681416,1.7664892123950975e-12,0.03931920000468381,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
robust_20260830_continuous,robust,20260830,continuous,reference_128,A,0.15690394650444908,0.1461820554007136,1.7867717704847667e-12,0.039105399991967715,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
robust_20260830_continuous,robust,20260830,continuous,reference_128,B,0.15784482215257192,0.1349699254513078,1.8458302641783492e-12,0.03937120000773575,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
robust_20260830_continuous,robust,20260830,continuous,reference_128,C,0.15829579732380022,0.13504403356425046,1.8345791918767738e-12,0.0393093000020599,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
